object_id,has_person,person_percent,has_building,building_percent,has_tree,tree_percent,has_mountain,mountain_percent,has_grass,grass_percent,has_water,water_percent,has_rock,rock_percent,has_house,house_percent,has_road,road_percent,has_sidewalk,sidewalk_percent,has_fence,fence_percent,has_sea,sea_percent,has_animal,animal_percent,has_column,column_percent,has_boat,boat_percent,has_river,river_percent,has_plant,plant_percent,has_curtain,curtain_percent,has_windowpane,windowpane_percent,has_chair,chair_percent,has_field,field_percent,has_table,table_percent,has_hovel,hovel_percent,has_tent,tent_percent,has_bridge,bridge_percent,has_bench,bench_percent,has_pier,pier_percent,artist_name,origin,creation_year,work_type,works_in_museum
268080,,,,,,,1.0,1.88,,,,,,,,,,,,,1.0,2.6,1.0,65.26,,,,,,,,,,,,,,,,,1.0,15.53,,,,,,,,,,,,,George N. Barnard|James F. Gibson|Mathew B. Brady,"American|American|American, born Ireland",1862,Photograph,1
268086,1.0,0.87,1.0,6.26,1.0,25.71,,,,,,,,,1.0,22.16,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexander Gardner|Mathew B. Brady,"American, Scottish|American, born Ireland",1865,Photograph,21
268094,,,1.0,6.68,1.0,9.09,,,,,1.0,8.42,,,,,1.0,3.29,,,,,,,,,,,1.0,32.07,,,,,,,,,,,,,,,,,,,,,,,1.0,0.56,Timothy H. O'Sullivan|Mathew B. Brady,"American, born Ireland|American, born Ireland",1865,Photograph,57
268095,1.0,2.17,,,1.0,3.07,,,,,,,,,,,,,,,1.0,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,George N. Barnard|Mathew B. Brady,"American|American, born Ireland",1865,Photograph,32
268100,,,1.0,0.31,1.0,2.17,,,1.0,6.28,,,,,1.0,2.05,,,,,1.0,2.63,,,,,,,,,,,,,,,,,,,1.0,3.07,,,,,,,,,,,,,Timothy H. O'Sullivan|Mathew B. Brady,"American, born Ireland|American, born Ireland",1865,Photograph,57
268104,,,1.0,5.96,1.0,8.72,,,,,,,1.0,23.64,,,,,,,1.0,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mathew B. Brady,"American, born Ireland",1865,Photograph,198
268105,,,1.0,7.71,1.0,6.63,,,1.0,2.37,,,,,,,1.0,25.66,,,1.0,11.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mathew B. Brady,"American, born Ireland",1865,Photograph,198
268106,,,1.0,8.2,1.0,6.72,,,1.0,0.67,,,,,,,1.0,23.85,,,1.0,9.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mathew B. Brady,"American, born Ireland",1865,Photograph,198
268108,1.0,26.35,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.51,,,,,,,,,,,,,,,1.0,0.45,,,,,,,1.0,3.35,,,Mathew B. Brady,"American, born Ireland",1865,Photograph,198
268110,1.0,3.94,1.0,2.11,1.0,1.9,,,,,,,1.0,0.8,,,,,,,1.0,10.46,,,1.0,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrew Joseph Russell|Mathew B. Brady,"American|American, born Ireland",1865,Photograph,73
268111,,,1.0,20.72,1.0,12.75,,,1.0,6.37,,,,,,,,,,,1.0,6.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mathew B. Brady,"American, born Ireland",1865,Photograph,198
268116,1.0,0.46,,,1.0,30.4,,,1.0,0.58,1.0,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Timothy H. O'Sullivan|James Gardner|Mathew B. Brady,"American, born Ireland|American|American, born Ireland",1864,Photograph,5
268121,1.0,1.44,1.0,4.03,1.0,0.51,,,,,,,,,,,,,,,1.0,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mathew B. Brady,"American, born Ireland",1865,Photograph,198
268122,,,1.0,5.0,1.0,19.03,,,1.0,7.53,1.0,10.67,,,,,1.0,2.76,1.0,0.7,1.0,0.3,,,,,,,,,,,1.0,13.87,,,,,,,,,,,,,,,,,,,,,Mathew B. Brady,"American, born Ireland",1865,Photograph,198
268123,,,1.0,5.6,1.0,10.18,1.0,10.09,,,1.0,10.14,,,,,,,,,1.0,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Egbert Guy Fowx|Andrew Joseph Russell|Mathew B. Brady,"American|American|American, born Ireland",1864,Photograph,3
268124,1.0,26.65,,,1.0,0.89,,,,,1.0,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mathew B. Brady,"American, born Ireland",1865,Photograph,198
268131,,,,,1.0,21.23,,,1.0,24.5,1.0,6.67,,,,,,,,,,,,,,,,,,,1.0,0.7,,,,,,,,,,,,,,,,,,,,,,,Timothy H. O'Sullivan|Mathew B. Brady,"American, born Ireland|American, born Ireland",1864,Photograph,57
268133,1.0,1.78,,,1.0,20.4,,,1.0,4.55,1.0,0.61,,,,,,,,,,,1.0,0.96,,,,,,,1.0,7.09,,,,,,,,,,,,,,,,,,,,,,,Timothy H. O'Sullivan|Mathew B. Brady,"American, born Ireland|American, born Ireland",1864,Photograph,57
268137,1.0,9.1,1.0,0.46,,,,,1.0,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Timothy H. O'Sullivan|Mathew B. Brady,"American, born Ireland|American, born Ireland",1864,Photograph,57
268139,,,,,,,,,,,,,,,,,,,,,1.0,8.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas C. Roche|Mathew B. Brady,"American|American, born Ireland",1865,Photograph,3
268140,1.0,3.26,1.0,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.93,,,,,,,,,Timothy H. O'Sullivan|Mathew B. Brady,"American, born Ireland|American, born Ireland",1864,Photograph,57
268142,1.0,2.24,,,1.0,11.09,1.0,9.33,,,,,1.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrew Joseph Russell|Mathew B. Brady,"American|American, born Ireland",1865,Photograph,73
268145,1.0,3.21,1.0,5.56,1.0,6.27,,,1.0,5.24,,,,,,,,,,,1.0,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrew Joseph Russell|Mathew B. Brady,"American|American, born Ireland",1865,Photograph,73
268146,1.0,4.08,,,,,1.0,71.74,,,,,1.0,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas C. Roche|Mathew B. Brady,"American|American, born Ireland",1864,Photograph,3
268147,,,1.0,1.58,1.0,17.39,,,,,,,,,,,,,,,1.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrew Joseph Russell|Mathew B. Brady,"American|American, born Ireland",1864,Photograph,73
268152,,,1.0,12.83,1.0,0.59,,,1.0,7.93,,,,,,,,,,,1.0,7.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Timothy H. O'Sullivan|Mathew B. Brady,"American, born Ireland|American, born Ireland",1865,Photograph,57
268153,,,1.0,1.13,1.0,13.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrew Joseph Russell|Egbert Guy Fowx|Mathew B. Brady,"American|American|American, born Ireland",1865,Photograph,4
268160,1.0,2.56,1.0,3.0,1.0,47.5,,,1.0,6.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.39,,,,,,,Andrew Joseph Russell|Mathew B. Brady,"American|American, born Ireland",1865,Photograph,73
268161,1.0,8.58,1.0,5.86,1.0,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mathew B. Brady,"American, born Ireland",1865,Photograph,198
268162,1.0,2.19,,,1.0,4.02,,,1.0,1.72,,,,,,,,,,,1.0,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Timothy H. O'Sullivan|Mathew B. Brady,"American, born Ireland|American, born Ireland",1864,Photograph,57
268163,1.0,1.25,1.0,2.45,1.0,1.65,,,1.0,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mathew B. Brady,"American, born Ireland",1865,Photograph,198
268165,1.0,2.08,1.0,6.73,1.0,1.19,,,1.0,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrew Joseph Russell|Mathew B. Brady,"American|American, born Ireland",1864,Photograph,73
268173,,,,,,,,,,,,,,,,,,,,,1.0,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Timothy H. O'Sullivan|Andrew Joseph Russell|Mathew B. Brady,"American, born Ireland|American|American, born Ireland",1864,Photograph,2
268174,,,,,1.0,14.49,1.0,8.21,1.0,1.86,1.0,10.23,,,,,,,,,1.0,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,George N. Barnard|Mathew B. Brady,"American|American, born Ireland",1865,Photograph,32
268175,,,1.0,2.04,1.0,0.32,,,1.0,1.01,,,,,1.0,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mathew B. Brady,"American, born Ireland",1865,Photograph,198
268176,,,1.0,0.83,,,,,1.0,3.28,,,,,,,,,,,,,1.0,41.42,,,,,,,,,,,,,,,,,1.0,1.76,,,,,,,,,,,,,Alexander Gardner|Mathew B. Brady,"American, Scottish|American, born Ireland",1863,Photograph,21
268186,,,1.0,6.63,1.0,25.06,,,1.0,19.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mathew B. Brady,"American, born Ireland",1865,Photograph,198
268188,1.0,2.82,,,,,,,1.0,20.87,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.33,1.0,1.37,1.0,13.1,,,,,,,,,,,,,Mathew B. Brady,"American, born Ireland",1865,Photograph,198
268191,1.0,1.18,1.0,11.88,1.0,20.78,,,,,,,,,,,,,,,1.0,0.81,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.12,,,,,,,Andrew Joseph Russell|Mathew B. Brady,"American|American, born Ireland",1865,Photograph,73
268192,1.0,3.78,1.0,4.41,1.0,10.6,,,1.0,5.03,,,,,,,,,,,1.0,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mathew B. Brady,"American, born Ireland",1862,Photograph,198
268195,,,1.0,4.11,1.0,10.43,,,1.0,0.94,,,,,,,,,,,,,,,1.0,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mathew B. Brady,"American, born Ireland",1865,Photograph,198
268199,1.0,0.31,,,1.0,15.33,,,1.0,1.02,1.0,40.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,12.35,,,,,George N. Barnard|Mathew B. Brady,"American|American, born Ireland",1865,Photograph,32
268203,1.0,0.88,,,1.0,20.28,,,1.0,26.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.85,,,,,,,,,,,,,Mathew B. Brady,"American, born Ireland",1863,Photograph,198
268205,,,1.0,15.13,1.0,7.15,,,,,,,,,,,1.0,0.71,,,1.0,0.77,,,,,,,,,,,,,,,,,,,1.0,36.94,,,,,,,,,,,,,Mathew B. Brady|Timothy H. O'Sullivan,"American, born Ireland|American, born Ireland",1863,Photograph,3
268207,1.0,1.7,1.0,9.41,1.0,20.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrew Joseph Russell|Alexander Gardner|Mathew B. Brady,"American|American, Scottish|American, born Ireland",1862,Photograph,1
268208,,,,,1.0,10.61,1.0,22.06,,,1.0,2.37,,,,,1.0,3.13,,,,,,,,,,,,,,,,,,,1.0,0.64,1.0,0.6,,,,,,,,,,,,,,,George N. Barnard|Mathew B. Brady,"American|American, born Ireland",1865,Photograph,32
268210,,,1.0,6.4,1.0,4.16,,,1.0,5.01,,,,,1.0,0.98,,,,,,,,,,,,,,,,,1.0,1.72,,,,,,,,,,,,,,,,,,,,,George N. Barnard|Mathew B. Brady,"American|American, born Ireland",1865,Photograph,32
268212,1.0,26.42,1.0,10.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mathew B. Brady|Andrew Joseph Russell,"American, born Ireland|American",1865,Photograph,2
268213,,,1.0,5.58,,,1.0,4.71,,,,,,,,,,,,,,,1.0,0.95,,,,,,,,,,,,,,,,,1.0,0.55,,,,,,,,,,,,,George N. Barnard|Mathew B. Brady,"American|American, born Ireland",1865,Photograph,32
268214,,,1.0,0.92,1.0,3.01,1.0,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,47.62,,,,,,,,,,,,,George N. Barnard|Mathew B. Brady,"American|American, born Ireland",1865,Photograph,32
268215,,,1.0,17.91,,,,,1.0,44.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,George N. Barnard|Mathew B. Brady,"American|American, born Ireland",1865,Photograph,32
268216,,,1.0,30.73,1.0,1.18,1.0,2.6,,,,,,,,,1.0,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,George N. Barnard|Mathew B. Brady,"American|American, born Ireland",1865,Photograph,32
268217,,,1.0,15.43,1.0,0.69,,,1.0,22.22,,,,,1.0,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,George N. Barnard|Mathew B. Brady,"American|American, born Ireland",1865,Photograph,32
268218,,,,,1.0,1.86,,,1.0,0.53,,,1.0,0.63,1.0,7.68,,,,,1.0,5.81,,,1.0,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,George N. Barnard|Mathew B. Brady,"American|American, born Ireland",1865,Photograph,32
268219,,,1.0,2.98,1.0,1.42,,,1.0,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,George N. Barnard|Mathew B. Brady,"American|American, born Ireland",1865,Photograph,32
268221,,,,,1.0,1.77,,,,,1.0,40.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.49,,,1.0,0.38,George N. Barnard|Mathew B. Brady,"American|American, born Ireland",1865,Photograph,32
268222,1.0,0.46,,,1.0,12.45,,,,,1.0,22.78,,,,,,,,,1.0,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,George N. Barnard|Mathew B. Brady,"American|American, born Ireland",1865,Photograph,32
268224,,,1.0,30.95,,,,,1.0,1.84,,,,,,,,,,,1.0,9.69,,,,,,,,,,,,,1.0,1.21,,,,,,,,,,,1.0,3.41,,,,,,,George N. Barnard|Mathew B. Brady,"American|American, born Ireland",1865,Photograph,32
268225,,,1.0,9.44,1.0,0.37,1.0,7.34,,,1.0,35.92,,,,,,,,,,,,,,,,,1.0,1.17,,,,,,,,,,,,,,,,,,,,,,,,,George N. Barnard|Mathew B. Brady,"American|American, born Ireland",1865,Photograph,32
268226,1.0,1.39,1.0,16.61,1.0,2.89,,,1.0,26.49,,,,,1.0,3.16,,,1.0,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,George N. Barnard|Mathew B. Brady,"American|American, born Ireland",1865,Photograph,32
268227,1.0,2.47,1.0,16.08,1.0,0.77,,,,,,,,,,,1.0,22.92,1.0,0.51,1.0,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,George N. Barnard|Mathew B. Brady,"American|American, born Ireland",1865,Photograph,32
268229,1.0,1.38,,,1.0,20.54,1.0,0.61,1.0,28.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,George N. Barnard|Mathew B. Brady,"American|American, born Ireland",1865,Photograph,32
268232,1.0,5.87,1.0,3.95,1.0,1.51,,,,,,,,,,,1.0,8.67,,,,,,,,,,,,,,,1.0,3.51,,,,,,,,,,,,,,,,,,,,,Mathew B. Brady|James F. Gibson,"American, born Ireland|American",1865,Photograph,4
268240,1.0,5.55,1.0,20.93,1.0,25.62,,,1.0,9.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.8,,,,,,,Andrew Joseph Russell|Mathew B. Brady,"American|American, born Ireland",1865,Photograph,73
268241,,,1.0,3.7,1.0,5.21,,,1.0,2.65,,,,,1.0,15.35,,,,,1.0,3.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,George N. Barnard|Mathew B. Brady,"American|American, born Ireland",1862,Photograph,32
268243,1.0,0.45,1.0,52.59,1.0,7.4,,,1.0,1.31,,,,,,,,,1.0,7.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,George N. Barnard|Mathew B. Brady,"American|American, born Ireland",1865,Photograph,32
268244,,,1.0,47.72,1.0,6.66,,,1.0,0.36,,,,,,,1.0,2.58,1.0,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,George N. Barnard|Mathew B. Brady,"American|American, born Ireland",1865,Photograph,32
268245,,,1.0,58.78,,,,,1.0,2.26,,,,,,,,,1.0,13.1,,,,,,,,,,,,,1.0,0.77,,,,,,,,,,,,,,,,,,,,,George N. Barnard|Mathew B. Brady,"American|American, born Ireland",1865,Photograph,32
268248,1.0,8.23,1.0,2.05,1.0,0.47,,,1.0,0.38,1.0,6.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.63,,,,,Timothy H. O'Sullivan|Mathew B. Brady,"American, born Ireland|American, born Ireland",1865,Photograph,57
268249,1.0,7.45,1.0,23.18,1.0,38.91,,,1.0,16.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexander Gardner|Mathew B. Brady,"American, Scottish|American, born Ireland",1865,Photograph,21
268253,1.0,0.72,1.0,2.26,1.0,2.47,,,,,1.0,12.62,,,,,,,,,1.0,9.44,,,,,,,1.0,3.37,,,,,,,,,,,,,,,,,,,,,1.0,0.51,1.0,0.44,Andrew Joseph Russell|Mathew B. Brady,"American|American, born Ireland",1865,Photograph,73
268255,,,,,1.0,10.79,,,1.0,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrew Joseph Russell|Mathew B. Brady,"American|American, born Ireland",1865,Photograph,73
268257,,,,,1.0,49.7,,,1.0,14.53,1.0,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Timothy H. O'Sullivan|Mathew B. Brady,"American, born Ireland|American, born Ireland",1865,Photograph,57
268261,1.0,2.51,,,1.0,39.36,,,,,,,,,1.0,8.86,,,,,1.0,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Egbert Guy Fowx,American,1865,Photograph,7
268262,1.0,2.88,1.0,0.82,1.0,31.94,,,,,,,,,1.0,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrew Joseph Russell|Egbert Guy Fowx|Mathew B. Brady,"American|American|American, born Ireland",1864,Photograph,4
268263,,,1.0,13.0,,,,,1.0,9.63,,,1.0,7.63,,,1.0,2.37,,,1.0,1.43,1.0,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrew Joseph Russell|Mathew B. Brady,"American|American, born Ireland",1865,Photograph,73
268270,,,1.0,2.6,,,,,,,1.0,3.75,,,,,,,,,,,1.0,33.09,,,,,1.0,2.35,,,,,,,,,,,,,,,,,,,,,,,1.0,3.27,Andrew Joseph Russell|Mathew B. Brady,"American|American, born Ireland",1865,Photograph,73
268272,,,,,1.0,29.46,,,,,1.0,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mathew B. Brady,"American, born Ireland",1865,Photograph,198
268274,1.0,3.56,1.0,1.71,1.0,28.88,,,,,,,,,1.0,1.03,,,,,1.0,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrew Joseph Russell|Mathew B. Brady,"American|American, born Ireland",1863,Photograph,73
268275,1.0,1.88,1.0,13.47,1.0,3.08,,,,,1.0,7.28,1.0,0.55,,,1.0,12.87,,,,,,,,,,,1.0,9.52,,,,,,,,,,,,,,,,,,,,,,,,,Timothy H. O'Sullivan|Mathew B. Brady,"American, born Ireland|American, born Ireland",1865,Photograph,57
268286,,,1.0,11.15,,,,,1.0,28.7,,,,,1.0,13.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrew Joseph Russell|Mathew B. Brady,"American|American, born Ireland",1863,Photograph,73
268290,1.0,1.45,,,1.0,44.12,,,,,,,,,,,,,,,1.0,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.76,,,,,Andrew Joseph Russell|Mathew B. Brady,"American|American, born Ireland",1865,Photograph,73
268292,,,1.0,5.51,1.0,21.92,,,1.0,8.75,,,,,,,,,,,,,,,,,,,,,1.0,4.82,,,,,,,,,,,,,,,,,,,,,,,Andrew Joseph Russell|Mathew B. Brady,"American|American, born Ireland",1863,Photograph,73
268293,,,1.0,3.82,1.0,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.38,,,,,1.0,1.08,,,,,,,Mathew B. Brady,"American, born Ireland",1865,Photograph,198
268300,1.0,59.98,,,,,,,,,,,,,,,,,,,,,,,1.0,5.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julia Margaret Cameron,"British, born India",1867,Photograph,79
268302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julia Margaret Cameron,"British, born India",1867,Photograph,79
268306,1.0,54.16,,,,,,,,,1.0,2.33,1.0,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southworth and Hawes|Albert Sands Southworth|Josiah Johnson Hawes,American|American|American,1855,Photograph,7
268307,1.0,3.41,,,,,,,,,,,1.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert Sands Southworth|Josiah Johnson Hawes|Southworth and Hawes,American|American|American,1852,Photograph,50
268308,1.0,11.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert Sands Southworth|Josiah Johnson Hawes|Southworth and Hawes,American|American|American,1852,Photograph,50
268310,1.0,13.36,,,,,,,,,1.0,34.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert Sands Southworth|Josiah Johnson Hawes|Southworth and Hawes,American|American|American,1852,Photograph,50
268311,1.0,37.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.63,,,,,,,,,,,,,,,,,Albert Sands Southworth|Josiah Johnson Hawes|Southworth and Hawes,American|American|American,1852,Photograph,50
268312,1.0,28.8,,,,,,,,,1.0,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert Sands Southworth|Josiah Johnson Hawes|Southworth and Hawes,American|American|American,1852,Photograph,50
268313,1.0,40.04,,,,,,,,,1.0,5.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert Sands Southworth|Josiah Johnson Hawes|Southworth and Hawes,American|American|American,1850,Photograph,50
268315,1.0,16.96,,,,,,,,,1.0,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert Sands Southworth|Josiah Johnson Hawes|Southworth and Hawes,American|American|American,1852,Photograph,50
268316,1.0,34.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southworth and Hawes|Albert Sands Southworth|Josiah Johnson Hawes,American|American|American,1852,Photograph,7
268317,1.0,37.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert Sands Southworth|Josiah Johnson Hawes|Southworth and Hawes,American|American|American,1852,Photograph,50
268318,1.0,32.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.12,,,Southworth and Hawes|Josiah Johnson Hawes|Albert Sands Southworth,American|American|American,1852,Photograph,1
268321,1.0,36.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert Sands Southworth|Josiah Johnson Hawes|Southworth and Hawes,American|American|American,1852,Photograph,50
268322,1.0,18.99,,,,,,,,,1.0,11.67,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.86,,,,,,,,,,,,,,,,,Albert Sands Southworth|Josiah Johnson Hawes|Southworth and Hawes,American|American|American,1852,Photograph,50
268323,1.0,25.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Josiah Johnson Hawes|Southworth and Hawes|Albert Sands Southworth,American|American|American,1852,Photograph,1
268324,1.0,41.21,,,,,,,,,1.0,7.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southworth and Hawes|Albert Sands Southworth|Josiah Johnson Hawes,American|American|American,1852,Photograph,7
268325,1.0,25.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert Sands Southworth|Josiah Johnson Hawes|Southworth and Hawes,American|American|American,1861,Photograph,50
268326,1.0,35.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southworth and Hawes|Albert Sands Southworth|Josiah Johnson Hawes,American|American|American,1852,Photograph,7
268328,,,1.0,42.0,,,,,1.0,0.44,,,,,,,1.0,14.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert Sands Southworth|Josiah Johnson Hawes|Southworth and Hawes,American|American|American,1855,Photograph,50
268329,1.0,30.84,,,,,,,,,1.0,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert Sands Southworth|Josiah Johnson Hawes|Southworth and Hawes,American|American|American,1852,Photograph,50
268330,1.0,28.53,,,,,,,,,1.0,5.85,,,,,,,,,,,,,,,,,,,,,,,1.0,0.69,,,,,,,,,,,,,,,,,,,Albert Sands Southworth|Josiah Johnson Hawes|Southworth and Hawes,American|American|American,1852,Photograph,50
268332,1.0,19.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert Sands Southworth|Josiah Johnson Hawes|Southworth and Hawes,American|American|American,1852,Photograph,50
268333,1.0,8.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Josiah Johnson Hawes|Albert Sands Southworth|Southworth and Hawes|Philip Haas,American|American|American|American,1852,Photograph,1
268338,1.0,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert Sands Southworth|Josiah Johnson Hawes|Southworth and Hawes,American|American|American,1852,Photograph,50
268339,1.0,19.18,,,,,1.0,18.64,,,,,1.0,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert Sands Southworth|Josiah Johnson Hawes|Southworth and Hawes,American|American|American,1852,Photograph,50
268340,1.0,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert Sands Southworth|Josiah Johnson Hawes|Southworth and Hawes,American|American|American,1850,Photograph,50
268341,1.0,15.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert Sands Southworth|Josiah Johnson Hawes|Southworth and Hawes,American|American|American,1852,Photograph,50
