object_id,has_person,person_percent,has_building,building_percent,has_tree,tree_percent,has_mountain,mountain_percent,has_grass,grass_percent,has_water,water_percent,has_rock,rock_percent,has_house,house_percent,has_road,road_percent,has_sidewalk,sidewalk_percent,has_fence,fence_percent,has_sea,sea_percent,has_animal,animal_percent,has_column,column_percent,has_boat,boat_percent,has_river,river_percent,has_plant,plant_percent,has_curtain,curtain_percent,has_windowpane,windowpane_percent,has_chair,chair_percent,has_field,field_percent,has_table,table_percent,has_hovel,hovel_percent,has_tent,tent_percent,has_bridge,bridge_percent,has_bench,bench_percent,has_pier,pier_percent,artist_name,origin,creation_year,work_type,works_in_museum
285630,1.0,26.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nadar,French,1864,Photograph,15
285631,1.0,39.52,1.0,0.38,,,,,,,1.0,7.63,,,,,,,1.0,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nadar,French,1858,Photograph,15
285632,1.0,34.0,,,,,,,,,1.0,5.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nadar,French,1856,Photograph,15
285633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adrien Tournachon,French,1862,Photograph,6
285643,1.0,17.68,1.0,14.51,1.0,32.11,,,1.0,0.76,,,,,1.0,8.41,,,,,,,,,,,,,,,,,1.0,0.44,,,,,,,,,,,,,,,,,,,,,Timothy H. O'Sullivan,"American, born Ireland",1863,Photograph,56
285644,1.0,4.12,,,,,,,,,,,1.0,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Timothy H. O'Sullivan|Alexander Gardner|Alexander Gardner,"American, born Ireland|American, Scottish|American, Scottish",1863,Photograph,1
285645,1.0,14.55,,,1.0,25.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.91,,,,,,,,,,,Timothy H. O'Sullivan|Alexander Gardner,"American, born Ireland|American, Scottish",1864,Photograph,2
285646,1.0,0.44,,,,,1.0,0.4,,,1.0,0.37,,,,,,,,,,,1.0,30.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Timothy H. O'Sullivan,"American, born Ireland",1868,Photograph,56
285647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Timothy H. O'Sullivan,"American, born Ireland",1867,Photograph,56
285655,1.0,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oscar Gustav Rejlander,"British, born Sweden",1902,Photograph,34
285657,1.0,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.46,,,,,,,,,,,Oscar Gustav Rejlander,"British, born Sweden",1855,Photograph,34
285658,1.0,21.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oscar Gustav Rejlander,"British, born Sweden",1857,Photograph,34
285667,,,,,1.0,71.06,,,,,,,,,1.0,2.26,,,,,,,,,,,,,1.0,1.69,,,,,,,,,,,,,,,,,,,,,,,,,John Dillwyn Llewelyn,"British, Welsh",1857,Photograph,56
285682,,,,,1.0,7.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Horatio Ross,"British, born Scotland",1860,Photograph,39
285685,1.0,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Louis Rousseau,French,1863,Photograph,1
285691,1.0,37.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Napoleon Sarony|Oscar Wilde,"American, born Canada|Irish",1882,Photograph,2
285692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Napoleon Sarony,"American, born Canada",1889,Photograph,1
285698,,,1.0,63.67,,,,,,,,,,,,,1.0,26.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charles Marville,French,1865,Photograph,21
285699,,,1.0,76.44,,,,,,,,,,,,,1.0,13.82,1.0,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charles Marville,French,1869,Photograph,21
285710,1.0,36.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.19,1.0,1.57,,,,,,,,,,,,,,,,,John K. Hillers,"American, born Germany",1881,Photograph,5
285711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philip Henry Delamotte,British,1855,Photograph,61
285719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W. & F. Langenheim|William Langenheim,"American|American, born Germany",1844,Photograph,22
285721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W. & F. Langenheim|Frederick Langenheim,"American|American, born Germany",1853,Photograph,1
285732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Henry Fitz Jr.,American,1842,Photograph,1
285733,1.0,7.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexander Gardner,"American, Scottish",1862,Photograph,48
285739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W. & F. Langenheim|William Langenheim,"American|American, born Germany",1852,Photograph,22
285740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W. & F. Langenheim|William Langenheim,"American|American, born Germany",1855,Photograph,22
285742,,,1.0,15.34,1.0,38.55,,,1.0,2.01,,,,,,,1.0,24.57,,,1.0,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William Henry Fox Talbot,British,1847,Photograph,74
285744,,,1.0,0.74,1.0,65.37,1.0,2.97,1.0,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William Henri Gebhard,American,1854,Photograph,2
285745,1.0,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,George Kendall Warren,American,1860,Photograph,2
285746,,,,,,,1.0,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,George Kendall Warren,American,1867,Photograph,2
285756,1.0,17.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.4,1.0,5.18,,,,,,,Alexander Gardner,"American, Scottish",1865,Photograph,48
285759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas C. Roche,American,1861,Photograph,25
285769,1.0,11.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W. & F. Langenheim|William Langenheim,"American|American, born Germany",1849,Photograph,22
285776,,,1.0,0.53,,,,,,,,,1.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William James Stillman,American,1885,Photograph,4
285781,,,,,,,,,,,1.0,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Welling,American,1855,Photograph,1
285785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.67,,,,,,,,,,,,,,,,,Timothy H. O'Sullivan,"American, born Ireland",1867,Photograph,56
285787,,,,,,,1.0,59.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Timothy H. O'Sullivan,"American, born Ireland",1867,Photograph,56
285789,,,1.0,18.87,,,,,,,,,,,1.0,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Egbert Guy Fowx,American,1869,Photograph,7
285791,1.0,20.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gustave Le Gray,French,1858,Photograph,41
285792,,,1.0,7.69,1.0,8.0,1.0,0.62,,,,,1.0,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gustave Le Gray,French,1867,Photograph,41
285806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.72,,,,,,,,,,,,,,,,,,,Alexander Gardner,"American, Scottish",1865,Photograph,48
285808,1.0,21.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hill and Adamson|David Octavius Hill|Robert  Adamson,"British, Scottish|British, Scottish|British, Scottish",1843,Photograph,2
285816,,,1.0,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emile Gsell,French,1869,Photograph,48
285820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert Macpherson,"British, Scottish",1864,Photograph,9
285821,,,1.0,9.8,1.0,13.86,,,,,1.0,1.13,1.0,35.3,,,,,,,,,1.0,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert Macpherson,"British, Scottish",1858,Photograph,9
285822,,,,,1.0,1.06,1.0,51.78,,,1.0,1.68,1.0,8.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert Macpherson,"British, Scottish",1862,Photograph,9
285823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hippolyte Malègue,French,1857,Photograph,1
285832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W. & F. Langenheim|William Langenheim,"American|American, born Germany",1848,Photograph,22
285833,1.0,18.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mathew B. Brady,"American, born Ireland",1858,Photograph,198
285834,,,,,1.0,1.66,1.0,0.55,,,1.0,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mathew B. Brady,"American, born Ireland",1862,Photograph,198
285836,,,1.0,55.0,,,,,1.0,6.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calvert Richard Jones,"British, Welsh",1846,Photograph,19
285837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calvert Richard Jones,"British, Welsh",1850,Photograph,19
285838,1.0,27.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calvert Richard Jones,"British, Welsh",1850,Photograph,19
285839,,,1.0,7.39,1.0,6.3,,,,,1.0,21.53,,,,,,,,,,,,,,,,,1.0,1.47,1.0,0.32,,,,,,,,,,,,,,,,,1.0,9.62,,,,,William Henry Fox Talbot,British,1848,Photograph,74
285840,1.0,4.33,1.0,3.91,1.0,27.3,,,1.0,3.95,1.0,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William Henry Fox Talbot,British,1845,Photograph,74
285842,1.0,37.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Eakins,American,1886,Photograph,102
285846,1.0,3.05,1.0,35.22,1.0,25.9,,,,,,,,,,,1.0,0.63,1.0,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexander Gardner,"American, Scottish",1865,Photograph,48
285847,1.0,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,44.42,,,,,1.0,1.12,,,John Moran,"American, born England",1871,Photograph,21
285852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charles Nègre,French,1865,Photograph,24
285853,1.0,1.02,1.0,33.98,,,,,,,1.0,0.49,,,,,,,1.0,4.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charles Nègre,French,1854,Photograph,24
285871,,,1.0,43.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,François Aubert,French,1867,Photograph,15
285872,,,1.0,34.7,,,1.0,23.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leavitt Hunt,American,1852,Photograph,2
285875,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,Henri-Jean-Louis Le Secq,French,1853,Photograph,8
285876,1.0,38.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anthony Berger|Brady & Co.,American|American,1864,Photograph,1
285877,1.0,25.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mathew B. Brady,"American, born Ireland",1859,Photograph,198
285885,1.0,11.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.63,,,,,,,,,,,Edmond Bénard,French,1899,Photograph,1
285888,1.0,42.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"James Presley Ball, Sr.",American,1865,Photograph,1
285893,,,,,1.0,7.08,,,,,1.0,25.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charles Spitz,French,1899,Photograph,1
285894,1.0,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stacy,American,1861,Photograph,1
285901,,,1.0,26.98,1.0,17.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,François Aubert,French,1869,Photograph,15
285902,1.0,26.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Felice Beato,"British, born Italy",1865,Photograph,8
285907,1.0,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.22,,,,,,,,,,,,,,,,,,,Hippolyte Bayard,French,1855,Photograph,3
285909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hippolyte Bayard,French,1839,Photograph,3
285910,1.0,1.2,1.0,9.4,1.0,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.87,,,,,,,,,,,,,,,,,Robert Howlett,British,1857,Photograph,6
285941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William James Stillman,American,1885,Photograph,4
285942,,,,,,,,,,,,,1.0,2.43,,,,,,,,,,,,,1.0,0.32,,,,,,,1.0,1.52,,,,,,,,,,,,,,,,,,,William James Stillman,American,1887,Photograph,4
285943,1.0,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Jabez Edwin Mayall|Louis-Jacques-Mandé Daguerre,British|French,1862,Photograph,1
285945,,,1.0,4.34,,,1.0,4.51,1.0,0.95,1.0,3.1,1.0,17.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Félix Teynard,French,1852,Photograph,125
285954,,,,,,,,,1.0,0.69,1.0,0.38,,,,,,,,,,,1.0,5.76,,,,,1.0,9.28,,,,,,,,,,,,,,,,,,,,,,,,,Félix Teynard,French,1852,Photograph,125
285955,,,,,,,1.0,49.02,,,,,1.0,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Félix Teynard,French,1852,Photograph,125
285956,,,1.0,11.56,1.0,3.54,,,,,1.0,15.94,1.0,0.79,,,,,,,,,1.0,9.5,,,,,,,1.0,0.68,,,,,,,,,,,,,,,,,,,,,,,Félix Teynard,French,1852,Photograph,125
285957,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.11,,,,,,,,,,,,,,,,,,,,,,,,,,,Stephen Thompson,British,1872,Photograph,2
285964,1.0,36.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hugh Welch Diamond,British,1855,Photograph,3
285969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olympe Aguado de las Marismas,French,1856,Photograph,8
285971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andre-Victor-Alcide-Jules Itier,French,1846,Photograph,1
285973,,,1.0,8.51,1.0,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calvert Richard Jones,"British, Welsh",1847,Photograph,19
285974,,,1.0,1.27,,,1.0,0.89,,,,,1.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.34,,,,,,,,,John Beasley Greene,American,1854,Photograph,16
285978,1.0,5.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert E. Peary,American,1895,Photograph,5
285979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert E. Peary,American,1895,Photograph,5
285980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert E. Peary,American,1895,Photograph,5
285981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert E. Peary,American,1895,Photograph,5
285982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert E. Peary,American,1895,Photograph,5
285983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pierre Emile Joseph Pécarrère,French,1852,Photograph,5
285985,1.0,8.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.16,,,1.0,1.34,,,,,,,,,,,Gustave Penabert,French,1859,Photograph,1
285991,,,,,1.0,5.74,1.0,2.45,,,,,,,,,,,,,,,1.0,40.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Moran,"American, born England",1871,Photograph,21
285992,,,,,1.0,14.35,1.0,10.92,,,1.0,10.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Moran,"American, born England",1871,Photograph,21
285993,,,,,1.0,17.11,,,,,,,1.0,14.51,,,,,,,,,1.0,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Moran,"American, born England",1871,Photograph,21
285999,1.0,23.89,,,,,,,,,,,,,,,,,,,,,,,1.0,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roger Fenton,British,1855,Photograph,46
286006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weaver Brothers,American,1863,Photograph,1
286007,1.0,7.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis Carroll|Alexandra ""Xie"" Rhoda Kitchin",British|British,1870,Photograph,1
286012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.11,,,,,,,,,,,,,,,,,François Aubert,French,1867,Photograph,15
286022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Louis-Adolphe Humbert de Molard,French,1847,Photograph,11
286023,,,1.0,7.31,1.0,29.36,,,1.0,0.64,1.0,2.55,,,1.0,3.44,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.36,,,,,,,,,,,,,Louis-Adolphe Humbert de Molard,French,1851,Photograph,11
286024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Louis-Adolphe Humbert de Molard,French,1847,Photograph,11
286035,1.0,16.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roger Fenton,British,1855,Photograph,46
286039,1.0,49.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emile Zola,French,1902,Photograph,1
286040,,,1.0,5.51,1.0,5.67,,,,,1.0,50.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Moran,"American, born England",1871,Photograph,21
286041,,,,,1.0,11.97,1.0,57.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Moran,"American, born England",1871,Photograph,21
286042,,,,,1.0,30.22,1.0,18.57,,,,,1.0,21.72,,,,,,,,,1.0,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Moran,"American, born England",1871,Photograph,21
286053,,,,,,,,,,,1.0,9.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William Willis,British,1878,Photograph,1
286059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabriel Harrison,American,1852,Photograph,9
286065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ridgway Glover,American,1868,Photograph,1
286066,1.0,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.71,,,Alexander Gardner,"American, Scottish",1865,Photograph,48
286068,1.0,7.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charles Milton Bell,American,1879,Photograph,2
286070,1.0,44.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nadar,French,1858,Photograph,15
286077,,,,,1.0,54.88,1.0,28.38,1.0,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carleton E. Watkins,American,1861,Photograph,247
286078,,,,,1.0,58.3,1.0,19.9,1.0,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carleton E. Watkins,American,1861,Photograph,247
286082,,,1.0,38.48,,,,,,,,,,,,,,,,,,,,,1.0,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Murray,"British, Scottish",1859,Photograph,9
286083,,,,,1.0,45.98,1.0,21.06,,,,,,,1.0,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Murray,"British, Scottish",1859,Photograph,9
286085,,,,,1.0,14.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Murray,"British, Scottish",1858,Photograph,9
286086,,,1.0,17.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Murray,"British, Scottish",1859,Photograph,9
286094,,,,,1.0,31.2,1.0,45.59,,,,,,,,,,,,,,,,,,,,,,,1.0,4.14,,,,,,,,,,,,,,,,,,,,,,,John Beasley Greene,American,1858,Photograph,16
286098,1.0,3.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William Bell,"American, born England",1867,Photograph,7
286099,1.0,1.98,,,,,,,,,,,,,,,,,,,1.0,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barnard & Gibson|George N. Barnard|James F. Gibson|Brady & Co.,American|American|American|American,1862,Photograph,1
286100,1.0,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David Kinnebrook,British,1846,Photograph,1
286101,,,1.0,37.38,1.0,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William Henry Fox Talbot,British,1844,Photograph,74
286110,,,1.0,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marie-Charles-Isidore Choiselat|Stanislas Ratel,French|French,1844,Photograph,3
286111,1.0,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charles Victor Hugo|Auguste Vacquerie,French|French,1855,Photograph,3
286113,1.0,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.77,,,,,,,,,,,,,,,Olympe Aguado de las Marismas,French,1860,Photograph,8
286114,1.0,4.93,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,Alice Gerson Chase (Mrs. William Merritt Chase),American,1908,Photograph,1
286124,,,1.0,3.05,1.0,2.15,1.0,0.52,1.0,5.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Beasley Greene,American,1856,Photograph,16
286126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pietro Dovizielli,Italian,1860,Photograph,3
286127,1.0,30.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Louis-Adolphe Humbert de Molard,French,1849,Photograph,11
286129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Beasley Greene,American,1856,Photograph,16
286130,,,1.0,11.26,,,,,,,1.0,25.59,1.0,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Beasley Greene,American,1854,Photograph,16
286131,,,1.0,13.66,1.0,3.69,,,1.0,0.38,,,,,,,,,,,,,,,,,,,,,,,1.0,7.1,,,,,,,,,,,,,,,,,,,,,John Beasley Greene,American,1854,Photograph,16
286135,,,1.0,3.52,,,,,1.0,30.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Beasley Greene,American,1854,Photograph,16
286136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.87,,,,,,,,,,,,,,,Giovanni Battista Altadonna,Italian,1859,Photograph,1
286140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.13,,,,,,,,,,,,,,,,,Eugène Durieu,French,1853,Photograph,6
286142,1.0,2.4,1.0,13.51,,,,,,,,,,,,,,,,,,,,,1.0,5.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Francis Frith,British,1857,Photograph,42
286143,,,1.0,23.81,1.0,12.1,,,1.0,0.54,1.0,0.38,1.0,5.18,,,,,,,,,,,,,,,1.0,1.59,1.0,2.34,,,,,,,,,,,,,,,,,,,,,,,Francis Frith,British,1858,Photograph,42
286146,,,,,1.0,84.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Désiré Charnay,French,1863,Photograph,10
286151,,,1.0,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Félix Teynard,French,1852,Photograph,125
286155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Plumbe Jr.,"American, born Wales",1843,Photograph,2
286157,,,1.0,9.92,1.0,2.37,,,,,1.0,0.74,1.0,0.98,,,,,,,,,,,,,,,1.0,31.2,,,,,,,,,,,,,,,,,,,,,,,1.0,2.33,Rodney Poole,American,1862,Photograph,1
